1 100 -20 20 100
-1.5707963267948966 1.5574077246549025
1.0053096491487339 -0.13172743643427648
1.036725575684632 -0.06824716480803293
1.0681415022205298 -0.005309699046501275
1.099557428756428 0.057585731235896366
1.1309733552923258 0.12093855732495651
1.1623892818282235 0.1852628542686186
1.1938052083641217 0.251104331037368
1.2252211349000195 0.3190595474230469
1.2566370614359177 0.38979885177419166
1.2880529879718154 0.46409501537674736
1.3194689145077132 0.5428603266156736
1.3508848410436114 0.6271961747604504
1.3823007675795091 0.7184612052404171
1.4137166941154073 0.8183675143738656
1.445132620651305 0.9291200846103669
1.4765485471872029 1.053624678472568
1.507964473723101 1.1958075714179126
1.5393804002589988 1.3611248842469075

100
Creating variables
Creating population
-- TINY GP (Rust version) --
GENERATIONS=50
SEED=18415613432054061432
POPSIZE=100000
DEPTH=5
CROSSOVER_PROB=0.9
PMUT_PER_NODE=0.05
MIN_RANDOM=-20
MAX_RANDOM=20
TSIZE=2
----------------------------------

Generation=0
Avg Fitness=22048.36
Best Fitness=570.2943
Avg Size=5
Best Individual: 
sin((2.6003036 + sin(((-3.2120419 - -1.679306) - (3.2474422 * X1)))))

Generation=1
Avg Fitness=3670.4028
Best Fitness=553.0127
Avg Size=10
Best Individual: 
sin((-3.8247967 * (3.0869675 + X1)))

Generation=2
Avg Fitness=9359.41
Best Fitness=553.0127
Avg Size=16
Best Individual: 
sin((-3.8247967 * (3.0869675 + X1)))

Generation=3
Avg Fitness=5628.696
Best Fitness=548.5949
Avg Size=22
Best Individual: 
sin((X1 - ((X1 * 5.204754) + cos(-15.412745))))

Generation=4
Avg Fitness=814.0249
Best Fitness=547.64294
Avg Size=27
Best Individual: 
sin(((18.936623 + X1) - ((X1 * 5.204754) + cos(-15.412745))))

Generation=5
Avg Fitness=3528.0117
Best Fitness=546.48676
Avg Size=35
Best Individual: 
sin((18.966515 - ((X1 * 3.9007282) + cos(-15.412745))))

Generation=6
Avg Fitness=692.86707
Best Fitness=488.9232
Avg Size=46
Best Individual: 
(sin(X1) / ((14.309635 / 12.651352) - (sin(5.204754) * X1)))

Generation=7
Avg Fitness=587.1555
Best Fitness=488.9232
Avg Size=56
Best Individual: 
(sin(X1) / ((14.309635 / 12.651352) - (sin(5.204754) * X1)))

Generation=8
Avg Fitness=602.8131
Best Fitness=488.9232
Avg Size=57
Best Individual: 
(sin(X1) / ((14.309635 / 12.651352) - (sin(5.204754) * X1)))

Generation=9
Avg Fitness=582.7525
Best Fitness=488.9232
Avg Size=61
Best Individual: 
(sin(X1) / ((14.309635 / 12.651352) - (sin(5.204754) * X1)))

Generation=10
Avg Fitness=581.2338
Best Fitness=400.79657
Avg Size=71
Best Individual: 
(sin(-15.082784) / ((14.309635 / 12.651352) - (sin(5.204754) * X1)))

Generation=11
Avg Fitness=595.86115
Best Fitness=398.2641
Avg Size=79
Best Individual: 
(sin((X1 - (X1 * 5.204754))) / ((14.309635 / 12.651352) - (sin(5.204754) * X1)))

Generation=12
Avg Fitness=533.9883
Best Fitness=398.2641
Avg Size=84
Best Individual: 
(sin((X1 - (X1 * 5.204754))) / ((14.309635 / 12.651352) - (sin(5.204754) * X1)))

Generation=13
Avg Fitness=490.7697
Best Fitness=377.40808
Avg Size=95
Best Individual: 
(sin((X1 - (6.557255 / -15.318432))) / ((14.309635 / 12.651352) - (sin(5.204754) * X1)))

Generation=14
Avg Fitness=468.1617
Best Fitness=372.2926
Avg Size=117
Best Individual: 
(sin((X1 - -19.324417)) / ((14.309635 / 12.651352) - (sin(5.204754) * X1)))

Generation=15
Avg Fitness=458.11285
Best Fitness=372.2926
Avg Size=115
Best Individual: 
(sin((X1 - -19.324417)) / ((14.309635 / 12.651352) - (sin(5.204754) * X1)))

Generation=16
Avg Fitness=455.23892
Best Fitness=372.21835
Avg Size=115
Best Individual: 
(sin((X1 - ((-6.325383 - (-12.847409 + -9.078479)) * 5.204754))) / ((14.309635 / 12.651352) - (sin(5.204754) * X1)))

Generation=17
Avg Fitness=449.35968
Best Fitness=371.87122
Avg Size=145
Best Individual: 
((sin((X1 - -19.324417)) / ((14.309635 / 12.651352) - (sin(5.204754) * X1))) / cos(-12.816668))

Generation=18
Avg Fitness=431.18857
Best Fitness=371.87122
Avg Size=149
Best Individual: 
((sin((X1 - -19.324417)) / ((14.309635 / 12.651352) - (sin(5.204754) * X1))) / cos(-12.816668))

Generation=19
Avg Fitness=428.6662
Best Fitness=371.87122
Avg Size=138
Best Individual: 
((sin((X1 - -19.324417)) / ((14.309635 / 12.651352) - (sin(5.204754) * X1))) / cos(-12.816668))

Generation=20
Avg Fitness=417.6326
Best Fitness=371.87122
Avg Size=162
Best Individual: 
((sin((X1 - -19.324417)) / ((14.309635 / 12.651352) - (sin(5.204754) * X1))) / cos(-12.816668))

Generation=21
Avg Fitness=400.40445
Best Fitness=371.5036
Avg Size=191
Best Individual: 
((sin((X1 - (-6.2658644 / 12.93782))) / ((14.309635 / 12.651352) - (sin(5.204754) * X1))) / cos(-12.816668))

Generation=22
Avg Fitness=414.7426
Best Fitness=371.5036
Avg Size=215
Best Individual: 
((sin((X1 - (-6.2658644 / 12.93782))) / ((14.309635 / 12.651352) - (sin(5.204754) * X1))) / cos(-12.816668))

Generation=23
Avg Fitness=404.23752
Best Fitness=371.2382
Avg Size=224
Best Individual: 
((sin((X1 - -19.324417)) / ((14.309635 / 12.651352) - (sin(5.204754) * X1))) / cos((5.204754 / (((-9.485335 / -5.935421) * 14.309635) + (-15.412745 / (-15.318432 * sin((-3.2120419 - X1))))))))

Generation=24
Avg Fitness=400.28412
Best Fitness=371.2382
Avg Size=230
Best Individual: 
((sin((X1 - -19.324417)) / ((14.309635 / 12.651352) - (sin(5.204754) * X1))) / cos((5.204754 / (((-9.485335 / -5.935421) * 14.309635) + (-15.412745 / (-15.318432 * sin((-3.2120419 - X1))))))))

Generation=25
Avg Fitness=407.97253
Best Fitness=370.2875
Avg Size=233
Best Individual: 
((sin((X1 - -19.324417)) / ((14.309635 / 12.651352) - (sin(5.204754) * X1))) / cos((5.204754 / (((-9.078479 / 5.204754) * 14.309635) + (-15.412745 / (-3.8247967 * sin((-3.2120419 - X1))))))))

Generation=26
Avg Fitness=414.99237
Best Fitness=363.74838
Avg Size=253
Best Individual: 
((sin((X1 - ((X1 * 3.9007282) + cos(-15.412745)))) / 1.5068626) / ((14.309635 / 12.651352) - (sin(5.204754) * X1)))

Generation=27
Avg Fitness=401.80136
Best Fitness=363.74838
Avg Size=277
Best Individual: 
((sin((X1 - ((X1 * 3.9007282) + cos(-15.412745)))) / 1.5068626) / ((14.309635 / 12.651352) - (sin(5.204754) * X1)))

Generation=28
Avg Fitness=418.983
Best Fitness=359.92566
Avg Size=247
Best Individual: 
((sin((X1 - -19.324417)) / ((14.309635 / 12.651352) - (sin(5.204754) * X1))) / cos((5.204754 / (((-9.078479 / 5.204754) * 14.309635) + (-15.412745 / (-15.318432 * sin((5.204754 / (((-9.078479 / ((-0.31116486 / -14.021864) / sin((sin(5.204754) * X1)))) * cos(-12.847409)) + 14.401932)))))))))

Generation=29
Avg Fitness=444.76776
Best Fitness=339.56955
Avg Size=246
Best Individual: 
((sin((X1 - -19.324417)) / ((14.309635 / 12.651352) - (sin(5.204754) * X1))) / cos((5.204754 - (((-9.078479 / 5.204754) * 14.309635) + (-15.412745 / (sin((-3.2120419 - X1)) * -12.816668))))))

Generation=30
Avg Fitness=728.7977
Best Fitness=303.80765
Avg Size=245
Best Individual: 
((sin((X1 - -19.324417)) / ((14.309635 / 12.651352) - (sin(5.204754) * X1))) / cos((((5.204754 / ((cos(-9.078479) + -5.935421) + 14.309635)) - (-15.412745 + (-15.318432 * sin((-3.1040668 - X1))))) / -12.816668)))

Generation=31
Avg Fitness=464.3679
Best Fitness=303.80765
Avg Size=231
Best Individual: 
((sin((X1 - -19.324417)) / ((14.309635 / 12.651352) - (sin(5.204754) * X1))) / cos((((5.204754 / ((cos(-9.078479) + -5.935421) + 14.309635)) - (-15.412745 + (-15.318432 * sin((-3.1040668 - X1))))) / -12.816668)))

Generation=32
Avg Fitness=406.7418
Best Fitness=303.80765
Avg Size=301
Best Individual: 
((sin((X1 - -19.324417)) / ((14.309635 / 12.651352) - (sin(5.204754) * X1))) / cos((((5.204754 / ((cos(-9.078479) + -5.935421) + 14.309635)) - (-15.412745 + (-15.318432 * sin((-3.1040668 - X1))))) / -12.816668)))

Generation=33
Avg Fitness=427.7051
Best Fitness=254.21906
Avg Size=354
Best Individual: 
((sin((X1 - -19.324417)) / ((14.309635 / 12.651352) - (sin(5.204754) * X1))) / cos((((-12.816668 / ((cos(-9.078479) + -5.935421) + -8.118429)) - (-15.412745 + (-15.318432 * sin((-3.1040668 - X1))))) / -12.816668)))

Generation=34
Avg Fitness=464.5542
Best Fitness=122.91134
Avg Size=294
Best Individual: 
((sin((X1 - -19.324417)) / ((14.309635 / 12.651352) - (sin(5.204754) * X1))) / cos((((-12.816668 / ((cos((((-9.078479 / 11.892576) * 14.309635) + (-15.412745 / 16.648617))) + -5.935421) + -8.118429)) - (-15.412745 + (-15.318432 * sin((-3.1040668 - X1))))) / -12.816668)))

Generation=35
Avg Fitness=450.27576
Best Fitness=122.91134
Avg Size=249
Best Individual: 
((sin((X1 - -19.324417)) / ((14.309635 / 12.651352) - (sin(5.204754) * X1))) / cos((((-12.816668 / ((cos((((-9.078479 / 11.892576) * 14.309635) + (-15.412745 / 16.648617))) + -5.935421) + -8.118429)) - (-15.412745 + (-15.318432 * sin((-3.1040668 - X1))))) / -12.816668)))

Generation=36
Avg Fitness=472.00317
Best Fitness=117.46275
Avg Size=246
Best Individual: 
((sin((X1 - -19.324417)) / ((14.309635 / 12.651352) - (sin(5.204754) * X1))) / cos((((-12.816668 / ((cos(11.873693) + -5.935421) + -8.118429)) - (-15.412745 + (-15.318432 * sin((-3.1040668 - X1))))) / -12.816668)))

Generation=37
Avg Fitness=394.065
Best Fitness=106.72902
Avg Size=269
Best Individual: 
((sin((X1 - -19.324417)) / ((14.309635 / 12.651352) - (sin(5.204754) * X1))) / cos((((-12.816668 / ((cos(((-9.078479 / 11.892576) * -9.078479)) + -5.935421) + -8.118429)) - (-15.412745 + (-15.318432 * sin((-3.1040668 - X1))))) / -12.816668)))

Generation=38
Avg Fitness=324.8574
Best Fitness=106.60226
Avg Size=268
Best Individual: 
((sin((X1 - -19.324417)) / ((14.309635 / 12.651352) - (sin(5.204754) * X1))) / cos((((-12.816668 / ((cos((((-9.078479 / 11.892576) * 14.401932) + (-15.412745 / 16.648617))) + -5.935421) + -8.118429)) - (-15.412745 + (-15.318432 * sin((-3.1040668 - X1))))) / -12.816668)))

Generation=39
Avg Fitness=317.37994
Best Fitness=106.44535
Avg Size=251
Best Individual: 
((sin((X1 - -19.324417)) / ((14.309635 / 12.651352) - (sin(5.204754) * X1))) / cos((((-12.816668 / ((cos((((-15.412745 - 5.204754) * 14.309635) + (-15.412745 / 16.648617))) + -5.935421) + -8.118429)) - (-15.412745 + (-15.318432 * sin((-3.1040668 - X1))))) / -12.816668)))

Generation=40
Avg Fitness=287.7402
Best Fitness=105.3934
Avg Size=246
Best Individual: 
((sin((X1 - 11.95982)) / ((14.309635 / 12.651352) - (sin(5.204754) * X1))) / cos((((-12.816668 / ((cos((((-9.078479 / 5.204754) * 14.309635) + (-15.412745 / 16.648617))) + -5.935421) + -8.118429)) - (-15.412745 + (-15.318432 * sin((-3.1040668 - X1))))) / -12.816668)))

Generation=41
Avg Fitness=262.85718
Best Fitness=101.74385
Avg Size=259
Best Individual: 
((sin((X1 - (-15.412745 / (((-9.078479 / -5.935421) * 14.309635) + 5.204754)))) / ((14.309635 / 12.651352) - (sin(5.204754) * X1))) / cos((((-12.816668 / ((cos((((-9.078479 / 11.892576) * 14.309635) + (-15.412745 / 16.648617))) + -5.935421) + -8.118429)) - (-15.412745 + (-15.318432 * sin((-3.1040668 - X1))))) / -12.816668)))

Generation=42
Avg Fitness=255.7236
Best Fitness=101.74385
Avg Size=272
Best Individual: 
((sin((X1 - (-15.412745 / (((-9.078479 / -5.935421) * 14.309635) + 5.204754)))) / ((14.309635 / 12.651352) - (sin(5.204754) * X1))) / cos((((-12.816668 / ((cos((((-9.078479 / 11.892576) * 14.309635) + (-15.412745 / 16.648617))) + -5.935421) + -8.118429)) - (-15.412745 + (-15.318432 * sin((-3.1040668 - X1))))) / -12.816668)))

Generation=43
Avg Fitness=264.72055
Best Fitness=101.74385
Avg Size=265
Best Individual: 
((sin((X1 - (-15.412745 / (((-9.078479 / -5.935421) * 14.309635) + 5.204754)))) / ((14.309635 / 12.651352) - (sin(5.204754) * X1))) / cos((((-12.816668 / ((cos((((-9.078479 / 11.892576) * 14.309635) + (-15.412745 / 16.648617))) + -5.935421) + -8.118429)) - (-15.412745 + (-15.318432 * sin((-3.1040668 - X1))))) / -12.816668)))

Generation=44
Avg Fitness=10133.104
Best Fitness=101.74385
Avg Size=252
Best Individual: 
((sin((X1 - (-15.412745 / (((-9.078479 / -5.935421) * 14.309635) + 5.204754)))) / ((14.309635 / 12.651352) - (sin(5.204754) * X1))) / cos((((-12.816668 / ((cos((((-9.078479 / 11.892576) * 14.309635) + (-15.412745 / 16.648617))) + -5.935421) + -8.118429)) - (-15.412745 + (-15.318432 * sin((-3.1040668 - X1))))) / -12.816668)))

Generation=45
Avg Fitness=535.5115
Best Fitness=101.74385
Avg Size=243
Best Individual: 
((sin((X1 - (-15.412745 / (((-9.078479 / -5.935421) * 14.309635) + 5.204754)))) / ((14.309635 / 12.651352) - (sin(5.204754) * X1))) / cos((((-12.816668 / ((cos((((-9.078479 / 11.892576) * 14.309635) + (-15.412745 / 16.648617))) + -5.935421) + -8.118429)) - (-15.412745 + (-15.318432 * sin((-3.1040668 - X1))))) / -12.816668)))

Generation=46
Avg Fitness=224.7832
Best Fitness=85.84438
Avg Size=244
Best Individual: 
((sin((X1 - 11.95982)) / ((((-9.078479 / 11.892576) - -15.082784) / 12.651352) - (sin(5.204754) * X1))) / cos((((-12.816668 / ((cos((((-9.078479 / 5.204754) * 14.309635) + (-15.412745 / 16.648617))) + -5.935421) + -8.118429)) - (-15.412745 + (-15.318432 * sin((-3.1040668 - X1))))) / -12.816668)))

Generation=47
Avg Fitness=716.15814
Best Fitness=80.682816
Avg Size=240
Best Individual: 
((sin((X1 - (-15.412745 / (((-9.078479 / -5.935421) * 14.309635) + 5.204754)))) / ((14.309635 / 12.651352) - (sin((-12.816668 / 11.892576)) * X1))) / cos((((-12.816668 / ((cos((((-9.078479 / 11.892576) * 14.309635) + (-15.412745 / 16.648617))) + -5.935421) + -8.118429)) - (-15.412745 + (-15.318432 * sin((-3.1040668 - X1))))) / -12.816668)))

Generation=48
Avg Fitness=292.45566
Best Fitness=80.682816
Avg Size=243
Best Individual: 
((sin((X1 - (-15.412745 / (((-9.078479 / -5.935421) * 14.309635) + 5.204754)))) / ((14.309635 / 12.651352) - (sin((-12.816668 / 11.892576)) * X1))) / cos((((-12.816668 / ((cos((((-9.078479 / 11.892576) * 14.309635) + (-15.412745 / 16.648617))) + -5.935421) + -8.118429)) - (-15.412745 + (-15.318432 * sin((-3.1040668 - X1))))) / -12.816668)))

Generation=49
Avg Fitness=257.29236
Best Fitness=80.682816
Avg Size=251
Best Individual: 
((sin((X1 - (-15.412745 / (((-9.078479 / -5.935421) * 14.309635) + 5.204754)))) / ((14.309635 / 12.651352) - (sin((-12.816668 / 11.892576)) * X1))) / cos((((-12.816668 / ((cos((((-9.078479 / 11.892576) * 14.309635) + (-15.412745 / 16.648617))) + -5.935421) + -8.118429)) - (-15.412745 + (-15.318432 * sin((-3.1040668 - X1))))) / -12.816668)))

Generation=50
Avg Fitness=247.01456
Best Fitness=80.10839
Avg Size=246
Best Individual: 
((sin((X1 - 11.95982)) / ((((-9.078479 / 11.873693) - -15.082784) / 12.651352) - (sin(5.204754) * X1))) / cos((((-12.816668 / ((cos((((-9.078479 / 5.204754) * 14.309635) + (-15.412745 / 16.648617))) + -5.935421) + -8.118429)) - (-15.412745 + (-15.318432 * sin((-3.1040668 - X1))))) / -12.816668)))

PROBLEM UNSOLVED
